Plot Title: 7B_H,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 10257406, SEN S/N: 10257406)",Stopped (LGR S/N: 10257406),End Of File (LGR S/N: 10257406)
753,2/7/18 6:39,25.61,,
754,2/7/18 7:09,25.708,,
755,2/7/18 7:39,25.805,,
756,2/7/18 8:09,25.902,,
757,2/7/18 8:39,26,,
758,2/7/18 9:09,26.097,,
759,2/7/18 9:39,26.097,,
760,2/7/18 10:09,26.097,,
761,2/7/18 10:39,26.097,,
762,2/7/18 11:09,26.097,,
763,2/7/18 11:39,26.097,,
764,2/7/18 12:09,25.416,,
765,2/7/18 12:39,25.125,,
766,2/7/18 13:09,25.028,,
767,2/7/18 13:39,24.931,,
768,2/7/18 14:09,24.931,,
769,2/7/18 14:39,25.125,,
770,2/7/18 15:09,25.222,,
771,2/7/18 15:39,25.222,,
772,2/7/18 16:09,25.222,,
773,2/7/18 16:39,25.319,,
774,2/7/18 17:09,25.416,,
775,2/7/18 17:39,25.416,,
776,2/7/18 18:09,25.513,,
777,2/7/18 18:39,25.61,,
778,2/7/18 19:09,25.513,,
779,2/7/18 19:39,25.416,,
780,2/7/18 20:09,25.319,,
781,2/7/18 20:39,25.319,,
782,2/7/18 21:09,25.319,,
783,2/7/18 21:39,25.222,,
784,2/7/18 22:09,25.319,,
785,2/7/18 22:39,25.222,,
786,2/7/18 23:09,25.222,,
787,2/7/18 23:39,25.222,,
788,2/8/18 0:09,25.222,,
789,2/8/18 0:39,25.319,,
790,2/8/18 1:09,25.319,,
791,2/8/18 1:39,25.222,,
792,2/8/18 2:09,25.222,,
793,2/8/18 2:39,25.222,,
794,2/8/18 3:09,25.222,,
795,2/8/18 3:39,25.222,,
796,2/8/18 4:09,25.222,,
797,2/8/18 4:39,25.125,,
798,2/8/18 5:09,25.125,,
799,2/8/18 5:39,25.125,,
800,2/8/18 6:09,25.125,,
801,2/8/18 6:39,25.028,,
802,2/8/18 7:09,25.125,,
803,2/8/18 7:39,25.319,,
804,2/8/18 8:09,25.319,,
805,2/8/18 8:39,25.416,,
806,2/8/18 9:09,25.416,,
807,2/8/18 9:39,25.513,,
808,2/8/18 10:09,25.513,,
809,2/8/18 10:39,25.513,,
810,2/8/18 11:09,25.416,,
811,2/8/18 11:39,25.416,,
812,2/8/18 12:09,25.416,,
813,2/8/18 12:39,25.416,,
814,2/8/18 13:09,25.416,,
815,2/8/18 13:39,25.416,,
816,2/8/18 14:09,25.513,,
817,2/8/18 14:39,25.513,,
818,2/8/18 15:09,25.513,,
819,2/8/18 15:39,25.61,,
820,2/8/18 16:09,25.61,,
821,2/8/18 16:39,25.708,,
822,2/8/18 17:09,25.805,,
823,2/8/18 17:39,25.902,,
824,2/8/18 18:09,25.902,,
825,2/8/18 18:39,26,,
826,2/8/18 19:09,25.902,,
827,2/8/18 19:39,25.902,,
828,2/8/18 20:09,25.805,,
829,2/8/18 20:39,25.805,,
830,2/8/18 21:09,25.805,,
831,2/8/18 21:39,25.805,,
832,2/8/18 22:09,25.805,,
833,2/8/18 22:39,25.805,,
834,2/8/18 23:09,25.805,,
835,2/8/18 23:39,25.805,,
836,2/9/18 0:09,25.902,,
837,2/9/18 0:39,25.902,,
838,2/9/18 1:09,25.805,,
839,2/9/18 1:39,25.805,,
840,2/9/18 2:09,25.708,,
841,2/9/18 2:39,25.708,,
842,2/9/18 3:09,25.708,,
843,2/9/18 3:39,25.708,,
844,2/9/18 4:09,25.708,,
845,2/9/18 4:39,25.708,,
846,2/9/18 5:09,25.708,,
847,2/9/18 5:39,25.61,,
848,2/9/18 6:09,25.61,,
849,2/9/18 6:39,25.61,,
850,2/9/18 7:09,25.708,,
851,2/9/18 7:39,25.805,,
852,2/9/18 8:09,25.902,,
853,2/9/18 8:39,26,,
854,2/9/18 9:09,26,,
855,2/9/18 9:39,26,,
856,2/9/18 10:09,26,,
857,2/9/18 10:39,26,,
858,2/9/18 11:09,25.902,,
859,2/9/18 11:39,25.902,,
860,2/9/18 12:09,25.708,,
861,2/9/18 12:39,25.61,,
862,2/9/18 13:09,25.513,,
863,2/9/18 13:39,25.513,,
864,2/9/18 14:09,25.416,,
865,2/9/18 14:39,25.708,,
866,2/9/18 15:09,25.805,,
867,2/9/18 15:39,25.805,,
868,2/9/18 16:09,25.902,,
869,2/9/18 16:39,26,,
870,2/9/18 17:09,26,,
871,2/9/18 17:39,26.097,,
872,2/9/18 18:09,26.097,,
873,2/9/18 18:39,26.195,,
874,2/9/18 19:09,26.097,,
875,2/9/18 19:39,26,,
876,2/9/18 20:09,26,,
877,2/9/18 20:39,26,,
878,2/9/18 21:09,26.097,,
879,2/9/18 21:39,26.097,,
880,2/9/18 22:09,26.097,,
881,2/9/18 22:39,26.097,,
882,2/9/18 23:09,26.195,,
883,2/9/18 23:39,26.195,,
884,2/10/18 0:09,26.195,,
885,2/10/18 0:39,26.195,,
886,2/10/18 1:09,26.097,,
887,2/10/18 1:39,26.097,,
888,2/10/18 2:09,26,,
889,2/10/18 2:39,26,,
890,2/10/18 3:09,26,,
891,2/10/18 3:39,26,,
892,2/10/18 4:09,26,,
893,2/10/18 4:39,26,,
894,2/10/18 5:09,25.902,,
895,2/10/18 5:39,25.902,,
896,2/10/18 6:09,25.902,,
897,2/10/18 6:39,25.805,,
898,2/10/18 7:09,25.902,,
899,2/10/18 7:39,26.097,,
900,2/10/18 8:09,26.097,,
901,2/10/18 8:39,26.195,,
902,2/10/18 9:09,26.195,,
903,2/10/18 9:39,26.195,,
904,2/10/18 10:09,26.292,,
905,2/10/18 10:39,26.292,,
906,2/10/18 11:09,26.292,,
907,2/10/18 11:39,26.292,,
908,2/10/18 12:09,26.292,,
909,2/10/18 12:39,26.292,,
910,2/10/18 13:09,26.292,,
911,2/10/18 13:39,26.292,,
912,2/10/18 14:09,26.292,,
913,2/10/18 14:39,26.292,,
914,2/10/18 15:09,26.39,,
915,2/10/18 15:39,26.39,,
916,2/10/18 16:09,26.39,,
917,2/10/18 16:39,26.488,,
918,2/10/18 17:09,26.488,,
919,2/10/18 17:39,26.488,,
920,2/10/18 18:09,26.488,,
921,2/10/18 18:39,26.488,,
922,2/10/18 19:09,26.39,,
923,2/10/18 19:39,26.39,,
924,2/10/18 20:09,26.292,,
925,2/10/18 20:39,26.292,,
926,2/10/18 21:09,26.292,,
927,2/10/18 21:39,26.292,,
928,2/10/18 22:09,26.292,,
929,2/10/18 22:39,26.292,,
930,2/10/18 23:09,26.292,,
931,2/10/18 23:39,26.292,,
932,2/11/18 0:09,26.292,,
933,2/11/18 0:39,26.292,,
934,2/11/18 1:09,26.195,,
935,2/11/18 1:39,26.195,,
936,2/11/18 2:09,26.195,,
937,2/11/18 2:39,26.195,,
938,2/11/18 3:09,26.097,,
939,2/11/18 3:39,26.097,,
940,2/11/18 4:09,26.195,,
941,2/11/18 4:39,26.195,,
942,2/11/18 5:09,26.097,,
943,2/11/18 5:39,26.097,,
944,2/11/18 6:09,26.097,,
945,2/11/18 6:39,26,,
946,2/11/18 7:09,26.097,,
947,2/11/18 7:39,26.195,,
948,2/11/18 8:09,26.292,,
949,2/11/18 8:39,26.292,,
950,2/11/18 9:09,26.292,,
951,2/11/18 9:39,26.39,,
952,2/11/18 10:09,26.39,,
953,2/11/18 10:39,26.292,,
954,2/11/18 11:09,26.292,,
955,2/11/18 11:39,26.292,,
956,2/11/18 12:09,26.292,,
957,2/11/18 12:39,26.292,,
958,2/11/18 13:09,26.195,,
959,2/11/18 13:39,26.195,,
960,2/11/18 14:09,26.195,,
961,2/11/18 14:39,26.195,,
962,2/11/18 15:09,26.292,,
963,2/11/18 15:39,26.292,,
964,2/11/18 16:09,26.292,,
965,2/11/18 16:39,26.39,,
966,2/11/18 17:09,26.39,,
967,2/11/18 17:39,26.488,,
968,2/11/18 18:09,26.488,,
969,2/11/18 18:39,26.488,,
970,2/11/18 19:09,26.488,,
971,2/11/18 19:39,26.39,,
972,2/11/18 20:09,26.39,,
973,2/11/18 20:39,26.39,,
974,2/11/18 21:09,26.39,,
975,2/11/18 21:39,26.39,,
976,2/11/18 22:09,26.39,,
977,2/11/18 22:39,26.39,,
978,2/11/18 23:09,26.39,,
979,2/11/18 23:39,26.39,,
980,2/12/18 0:09,26.39,,
981,2/12/18 0:39,26.39,,
982,2/12/18 1:09,26.39,,
983,2/12/18 1:39,26.292,,
984,2/12/18 2:09,26.292,,
985,2/12/18 2:39,26.292,,
986,2/12/18 3:09,26.292,,
987,2/12/18 3:39,26.195,,
988,2/12/18 4:09,26.195,,
989,2/12/18 4:39,26.195,,
990,2/12/18 5:09,26.195,,
991,2/12/18 5:39,26.195,,
992,2/12/18 6:09,26.195,,
993,2/12/18 6:39,26.195,,
994,2/12/18 7:09,26.195,,
995,2/12/18 7:39,26.292,,
996,2/12/18 8:09,26.292,,
997,2/12/18 8:39,26.39,,
998,2/12/18 9:09,26.39,,
999,2/12/18 9:39,26.39,,
1000,2/12/18 10:09,26.39,,
1001,2/12/18 10:39,26.488,,
1002,2/12/18 11:09,26.488,,
1003,2/12/18 11:39,26.488,,
1004,2/12/18 12:09,26.585,,
1005,2/12/18 12:39,26.585,,
1006,2/12/18 13:09,26.585,,
1007,2/12/18 13:39,26.585,,
1008,2/12/18 14:09,26.683,,
1009,2/12/18 14:39,26.781,,
1010,2/12/18 15:09,26.781,,
1011,2/12/18 15:39,26.879,,
1012,2/12/18 16:09,26.879,,
1013,2/12/18 16:39,26.977,,
1014,2/12/18 17:09,26.781,,
1015,2/12/18 17:39,20.71,,
1016,2/12/18 18:09,20.519,,
1017,2/12/18 18:39,18.806,,
1018,2/12/18 19:09,18.996,,
1019,2/12/18 19:39,19.377,,
1020,2/12/18 20:09,19.758,,
1021,2/12/18 20:39,20.138,,
1022,2/12/18 21:09,20.329,,
1023,2/12/18 21:39,20.424,,
1024,2/12/18 22:09,20.424,,
1025,2/12/18 22:39,20.519,,
1026,2/12/18 23:09,20.615,,
1027,2/12/18 23:39,20.615,,
1028,2/13/18 0:09,20.615,,
1029,2/13/18 0:39,20.615,,
1030,2/13/18 1:09,20.615,,
1031,2/13/18 1:39,20.71,,
1032,2/13/18 2:09,20.71,,
1033,2/13/18 2:39,20.71,,
1034,2/13/18 3:09,20.805,,
1035,2/13/18 3:39,20.901,,
1036,2/13/18 4:09,20.901,,
1037,2/13/18 4:39,20.996,,
1038,2/13/18 5:09,20.996,,
1039,2/13/18 5:39,21.091,,
1040,2/13/18 6:09,21.091,,
1041,2/13/18 6:39,21.091,,
1042,2/13/18 7:09,21.187,,
1043,2/13/18 7:39,21.187,,
1044,2/13/18 8:09,21.664,,
1045,2/13/18 8:39,22.046,,
1046,2/13/18 9:09,22.333,,
1047,2/13/18 9:39,22.525,,
1048,2/13/18 10:09,22.621,,
1049,2/13/18 10:39,22.812,,
1050,2/13/18 11:09,22.908,,
1051,2/13/18 11:39,23.1,,
1052,2/13/18 12:09,23.196,,
1053,2/13/18 12:39,23.292,,
1054,2/13/18 13:09,23.388,,
1055,2/13/18 13:39,23.484,,
1056,2/13/18 14:09,23.388,,
1057,2/13/18 14:39,23.388,,
1058,2/13/18 15:09,23.484,,
1059,2/13/18 15:39,23.388,,
1060,2/13/18 16:09,23.292,,
1061,2/13/18 16:39,23.196,,
1062,2/13/18 17:09,23.196,,
1063,2/13/18 17:39,23.1,,
1064,2/13/18 18:09,22.812,,
1065,2/13/18 18:39,22.525,,
1066,2/13/18 19:09,22.142,,
1067,2/13/18 19:39,21.951,,
1068,2/13/18 20:09,22.046,,
1069,2/13/18 20:39,21.951,,
1070,2/13/18 21:09,21.951,,
1071,2/13/18 21:39,21.855,,
1072,2/13/18 22:09,21.855,,
1073,2/13/18 22:39,21.76,,
1074,2/13/18 23:09,21.76,,
1075,2/13/18 23:39,21.76,,
1076,2/14/18 0:09,21.76,,
1077,2/14/18 0:39,21.664,,
1078,2/14/18 1:09,21.664,,
1079,2/14/18 1:39,21.664,,
1080,2/14/18 2:09,21.664,,
1081,2/14/18 2:39,21.569,,
1082,2/14/18 3:09,21.569,,
1083,2/14/18 3:39,21.569,,
1084,2/14/18 4:09,21.569,,
1085,2/14/18 4:39,21.473,,
1086,2/14/18 5:09,21.473,,
1087,2/14/18 5:39,21.473,,
1088,2/14/18 6:09,21.473,,
1089,2/14/18 6:39,21.378,,
1090,2/14/18 7:09,21.378,,
1091,2/14/18 7:39,21.378,,
1092,2/14/18 8:09,21.378,,
1093,2/14/18 8:39,21.76,,
1094,2/14/18 9:09,22.238,,
1095,2/14/18 9:39,22.525,,
1096,2/14/18 10:09,22.717,,
1097,2/14/18 10:39,22.908,,
1098,2/14/18 11:09,22.908,,
1099,2/14/18 11:39,23.1,,
1100,2/14/18 12:09,23.196,,
1101,2/14/18 12:39,23.388,,
1102,2/14/18 13:09,23.484,,
1103,2/14/18 13:39,23.581,,
1104,2/14/18 14:09,23.484,,
1105,2/14/18 14:39,23.581,,
1106,2/14/18 15:09,23.484,,
1107,2/14/18 15:39,23.292,,
1108,2/14/18 16:09,23.1,,
1109,2/14/18 16:39,23.004,,
1110,2/14/18 17:09,23.1,,
1111,2/14/18 17:39,23.004,,
1112,2/14/18 18:09,22.812,,
1113,2/14/18 18:39,22.525,,
1114,2/14/18 19:09,22.429,,
1115,2/14/18 19:39,22.238,,
1116,2/14/18 20:09,22.238,,
1117,2/14/18 20:39,22.525,,
1118,2/14/18 21:09,22.717,,
1119,2/14/18 21:39,22.812,,
1120,2/14/18 22:09,22.908,,
1121,2/14/18 22:39,22.908,,
1122,2/14/18 23:09,22.429,,
1123,2/14/18 23:39,22.429,,
1124,2/15/18 0:09,22.238,,
1125,2/15/18 0:39,22.046,,
1126,2/15/18 1:09,21.951,,
1127,2/15/18 1:39,21.855,,
1128,2/15/18 2:09,21.855,,
1129,2/15/18 2:39,21.76,,
1130,2/15/18 3:09,21.664,,
1131,2/15/18 3:39,21.664,,
1132,2/15/18 4:09,21.569,,
1133,2/15/18 4:39,21.473,,
1134,2/15/18 5:09,21.473,,
1135,2/15/18 5:39,21.473,,
1136,2/15/18 6:09,21.378,,
1137,2/15/18 6:39,21.378,,
1138,2/15/18 7:09,21.378,,
1139,2/15/18 7:39,21.378,,
1140,2/15/18 8:09,21.378,,
1141,2/15/18 8:39,21.378,,
1142,2/15/18 9:09,21.378,,
1143,2/15/18 9:39,21.569,,
1144,2/15/18 10:09,21.664,,
1145,2/15/18 10:39,21.855,,
1146,2/15/18 11:09,22.046,,
1147,2/15/18 11:39,22.046,,
1148,2/15/18 12:09,22.046,,
1149,2/15/18 12:39,22.142,,
1150,2/15/18 13:09,22.238,,
1151,2/15/18 13:39,22.333,,
1152,2/15/18 14:09,22.429,,
1153,2/15/18 14:39,22.525,,
1154,2/15/18 15:09,22.621,,
1155,2/15/18 15:39,22.621,,
1156,2/15/18 16:09,22.717,,
1157,2/15/18 16:39,22.812,,
1158,2/15/18 17:09,23.004,,
1159,2/15/18 17:39,22.908,,
1160,2/15/18 18:09,22.525,,
1161,2/15/18 18:39,22.429,,
1162,2/15/18 19:09,22.238,,
1163,2/15/18 19:39,22.142,,
1164,2/15/18 20:09,22.238,,
1165,2/15/18 20:39,22.429,,
1166,2/15/18 21:09,22.525,,
1167,2/15/18 21:39,22.525,,
1168,2/15/18 22:09,22.621,,
1169,2/15/18 22:39,22.621,,
1170,2/15/18 23:09,22.333,,
1171,2/15/18 23:39,22.142,,
1172,2/16/18 0:09,21.951,,
1173,2/16/18 0:39,21.855,,
1174,2/16/18 1:09,21.76,,
1175,2/16/18 1:39,21.664,,
1176,2/16/18 2:09,21.569,,
1177,2/16/18 2:39,21.473,,
1178,2/16/18 3:09,21.378,,
1179,2/16/18 3:39,21.378,,
1180,2/16/18 4:09,21.282,,
1181,2/16/18 4:39,21.282,,
1182,2/16/18 5:09,21.187,,
1183,2/16/18 5:39,21.091,,
1184,2/16/18 6:09,21.187,,
1185,2/16/18 6:39,21.282,,
1186,2/16/18 7:09,21.378,,
1187,2/16/18 7:39,21.473,,
1188,2/16/18 8:09,21.569,,
1189,2/16/18 8:39,21.664,,
1190,2/16/18 9:09,21.569,,
1191,2/16/18 9:39,21.664,,
1192,2/16/18 10:09,22.142,,
1193,2/16/18 10:39,22.429,,
1194,2/16/18 11:09,22.812,,
1195,2/16/18 11:39,22.812,,
1196,2/16/18 12:09,23.1,,
1197,2/16/18 12:39,23.292,,
1198,2/16/18 13:09,23.196,,
1199,2/16/18 13:39,23.196,,
1200,2/16/18 14:09,23.196,,
1201,2/16/18 14:39,23.292,,
1202,2/16/18 15:09,23.388,,
1203,2/16/18 15:39,23.484,,
1204,2/16/18 16:09,23.484,,
1205,2/16/18 16:19,,Logged,Logged
