Plot Title: 7B_H,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 10257406, SEN S/N: 10257406)",Stopped (LGR S/N: 10257406),End Of File (LGR S/N: 10257406)
720,2/6/18 14:09,25.708,,
721,2/6/18 14:39,25.708,,
722,2/6/18 15:09,25.708,,
723,2/6/18 15:39,25.708,,
724,2/6/18 16:09,25.805,,
725,2/6/18 16:39,25.805,,
726,2/6/18 17:09,25.805,,
727,2/6/18 17:39,25.805,,
728,2/6/18 18:09,25.805,,
729,2/6/18 18:39,25.902,,
730,2/6/18 19:09,25.805,,
731,2/6/18 19:39,25.708,,
732,2/6/18 20:09,25.61,,
733,2/6/18 20:39,25.513,,
734,2/6/18 21:09,25.513,,
735,2/6/18 21:39,25.61,,
736,2/6/18 22:09,25.708,,
737,2/6/18 22:39,25.708,,
738,2/6/18 23:09,25.805,,
739,2/6/18 23:39,25.805,,
740,2/7/18 0:09,25.805,,
741,2/7/18 0:39,25.805,,
742,2/7/18 1:09,25.708,,
743,2/7/18 1:39,25.805,,
744,2/7/18 2:09,25.805,,
745,2/7/18 2:39,25.805,,
746,2/7/18 3:09,25.708,,
747,2/7/18 3:39,25.708,,
748,2/7/18 4:09,25.708,,
749,2/7/18 4:39,25.708,,
750,2/7/18 5:09,25.805,,
751,2/7/18 5:39,25.708,,
752,2/7/18 6:09,25.708,,
