Serial Number:20294700 --

"Date Time, GMT -0500","Temp, (*F)","Button Down","Button Up","Host Connect","Stopped","EOF"
2018-01-30 20:11:59,77.48, , , , , 
2018-01-30 20:16:59,77.40, , , , , 
2018-01-30 20:21:59,77.25, , , , , 
2018-01-30 20:26:59,77.17, , , , , 
2018-01-30 20:31:59,77.09, , , , , 
2018-01-30 20:36:59,77.01, , , , , 
2018-01-30 20:41:59,76.94, , , , , 
2018-01-30 20:46:59,76.86, , , , , 
2018-01-30 20:51:59,76.78, , , , , 
2018-01-30 20:56:59,76.78, , , , , 
2018-01-30 21:01:59,76.71, , , , , 
2018-01-30 21:06:59,76.78, , , , , 
2018-01-30 21:11:59,76.63, , , , , 
2018-01-30 21:16:59,76.78, , , , , 
2018-01-30 21:21:59,76.78, , , , , 
2018-01-30 21:26:59,76.78, , , , , 
2018-01-30 21:31:59,76.78, , , , , 
2018-01-30 21:36:59,76.78, , , , , 
2018-01-30 21:41:59,76.86, , , , , 
2018-01-30 21:46:59,76.86, , , , , 
2018-01-30 21:51:59,76.94, , , , , 
2018-01-30 21:56:59,77.01, , , , , 
2018-01-30 22:01:59,77.17, , , , , 
2018-01-30 22:06:59,77.01, , , , , 
2018-01-30 22:11:59,77.09, , , , , 
2018-01-30 22:16:59,77.25, , , , , 
2018-01-30 22:21:59,77.25, , , , , 
2018-01-30 22:26:59,77.32, , , , , 
2018-01-30 22:31:59,77.40, , , , , 
2018-01-30 22:36:59,77.40, , , , , 
2018-01-30 22:41:59,77.40, , , , , 
2018-01-30 22:46:59,77.48, , , , , 
2018-01-30 22:51:59,77.56, , , , , 
2018-01-30 22:56:59,77.63, , , , , 
2018-01-30 23:01:59,77.56, , , , , 
2018-01-30 23:06:59,77.63, , , , , 
2018-01-30 23:11:59,77.63, , , , , 
2018-01-30 23:16:59,77.63, , , , , 
2018-01-30 23:21:59,77.56, , , , , 
2018-01-30 23:26:59,77.40, , , , , 
2018-01-30 23:31:59,77.32, , , , , 
2018-01-30 23:36:59,77.25, , , , , 
2018-01-30 23:41:59,77.17, , , , , 
2018-01-30 23:46:59,77.09, , , , , 
2018-01-30 23:51:59,76.94, , , , , 
2018-01-30 23:56:59,76.78, , , , , 
2018-01-31 00:01:59,76.86, , , , , 
2018-01-31 00:06:59,76.71, , , , , 
2018-01-31 00:11:59,76.71, , , , , 
2018-01-31 00:16:59,76.71, , , , , 
2018-01-31 00:21:59,76.78, , , , , 
2018-01-31 00:26:59,76.71, , , , , 
2018-01-31 00:31:59,76.78, , , , , 
2018-01-31 00:36:59,76.86, , , , , 
2018-01-31 00:41:59,76.86, , , , , 
2018-01-31 00:46:59,76.86, , , , , 
2018-01-31 00:51:59,76.94, , , , , 
2018-01-31 00:56:59,76.86, , , , , 
2018-01-31 01:01:59,76.94, , , , , 
2018-01-31 01:06:59,77.01, , , , , 
2018-01-31 01:11:59,77.01, , , , , 
2018-01-31 01:16:59,76.94, , , , , 
2018-01-31 01:21:59,77.09, , , , , 
2018-01-31 01:26:59,77.09, , , , , 
2018-01-31 01:31:59,77.09, , , , , 
2018-01-31 01:36:59,77.17, , , , , 
2018-01-31 01:41:59,77.09, , , , , 
2018-01-31 01:46:59,77.17, , , , , 
2018-01-31 01:51:59,77.17, , , , , 
2018-01-31 01:56:59,77.17, , , , , 
2018-01-31 02:01:59,77.09, , , , , 
2018-01-31 02:06:59,77.17, , , , , 
2018-01-31 02:11:59,77.17, , , , , 
2018-01-31 02:16:59,77.25, , , , , 
2018-01-31 02:21:59,77.25, , , , , 
2018-01-31 02:26:59,77.32, , , , , 
2018-01-31 02:31:59,77.40, , , , , 
2018-01-31 02:36:59,77.40, , , , , 
2018-01-31 02:41:59,77.40, , , , , 
2018-01-31 02:46:59,77.40, , , , , 
2018-01-31 02:51:59,77.48, , , , , 
2018-01-31 02:56:59,77.40, , , , , 
2018-01-31 03:01:59,77.48, , , , , 
2018-01-31 03:06:59,77.48, , , , , 
2018-01-31 03:11:59,77.48, , , , , 
2018-01-31 03:16:59,77.56, , , , , 
2018-01-31 03:21:59,77.63, , , , , 
2018-01-31 03:26:59,77.56, , , , , 
2018-01-31 03:31:59,77.48, , , , , 
2018-01-31 03:36:59,77.40, , , , , 
2018-01-31 03:41:59,77.32, , , , , 
2018-01-31 03:46:59,77.25, , , , , 
2018-01-31 03:51:59,77.17, , , , , 
2018-01-31 03:56:59,77.01, , , , , 
2018-01-31 04:01:59,77.01, , , , , 
2018-01-31 04:06:59,76.94, , , , , 
2018-01-31 04:11:59,76.78, , , , , 
2018-01-31 04:16:59,76.71, , , , , 
2018-01-31 04:21:59,76.63, , , , , 
2018-01-31 04:26:59,76.71, , , , , 
2018-01-31 04:31:59,76.63, , , , , 
2018-01-31 04:36:59,76.63, , , , , 
2018-01-31 04:41:59,76.71, , , , , 
2018-01-31 04:46:59,76.78, , , , , 
2018-01-31 04:51:59,76.78, , , , , 
2018-01-31 04:56:59,76.71, , , , , 
2018-01-31 05:01:59,76.71, , , , , 
2018-01-31 05:06:59,76.71, , , , , 
2018-01-31 05:11:59,76.78, , , , , 
2018-01-31 05:16:59,76.78, , , , , 
2018-01-31 05:21:59,76.71, , , , , 
2018-01-31 05:26:59,76.78, , , , , 
2018-01-31 05:31:59,76.78, , , , , 
2018-01-31 05:36:59,76.78, , , , , 
2018-01-31 05:41:59,76.78, , , , , 
2018-01-31 05:46:59,76.86, , , , , 
2018-01-31 05:51:59,76.94, , , , , 
2018-01-31 05:56:59,76.94, , , , , 
2018-01-31 06:01:59,76.94, , , , , 
2018-01-31 06:06:59,77.01, , , , , 
2018-01-31 06:11:59,76.94, , , , , 
2018-01-31 06:16:59,77.09, , , , , 
2018-01-31 06:21:59,77.09, , , , , 
2018-01-31 06:26:59,77.17, , , , , 
2018-01-31 06:31:59,77.09, , , , , 
2018-01-31 06:36:59,77.09, , , , , 
2018-01-31 06:41:59,77.17, , , , , 
2018-01-31 06:46:59,77.25, , , , , 
2018-01-31 06:51:59,77.09, , , , , 
2018-01-31 06:56:59,77.17, , , , , 
2018-01-31 07:01:59,77.17, , , , , 
2018-01-31 07:06:59,77.17, , , , , 
2018-01-31 07:11:59,77.25, , , , , 
2018-01-31 07:16:59,77.17, , , , , 
2018-01-31 07:21:59,77.25, , , , , 
2018-01-31 07:26:59,77.17, , , , , 
2018-01-31 07:31:59,77.25, , , , , 
2018-01-31 07:36:59,77.17, , , , , 
2018-01-31 07:41:59,77.25, , , , , 
2018-01-31 07:46:59,77.25, , , , , 
2018-01-31 07:51:59,77.17, , , , , 
2018-01-31 07:56:59,77.25, , , , , 
2018-01-31 08:01:59,77.17, , , , , 
2018-01-31 08:06:59,77.32, , , , , 
2018-01-31 08:11:59,77.25, , , , , 
2018-01-31 08:16:59,77.32, , , , , 
2018-01-31 08:21:59,77.32, , , , , 
2018-01-31 08:26:59,77.25, , , , , 
2018-01-31 08:31:59,77.40, , , , , 
2018-01-31 08:36:59,77.32, , , , , 
2018-01-31 08:41:59,77.32, , , , , 
2018-01-31 08:46:59,77.32, , , , , 
2018-01-31 08:51:59,77.32, , , , , 
2018-01-31 08:56:59,77.40, , , , , 
2018-01-31 09:01:59,77.40, , , , , 
2018-01-31 09:06:59,77.40, , , , , 
2018-01-31 09:11:59,77.40, , , , , 
2018-01-31 09:16:59,77.40, , , , , 
2018-01-31 09:21:59,77.48, , , , , 
2018-01-31 09:26:59,77.40, , , , , 
2018-01-31 09:31:59,77.79, , , , , 
2018-01-31 09:36:59,78.17, , , , , 
2018-01-31 09:41:59,78.33, , , , , 
2018-01-31 09:46:59,78.33, , , , , 
2018-01-31 09:51:59,78.25, , , , , 
2018-01-31 09:56:59,78.33, , , , , 
2018-01-31 10:01:59,78.17, , , , , 
2018-01-31 10:06:59,78.25, , , , , 
2018-01-31 10:11:59,78.17, , , , , 
2018-01-31 10:16:59,78.10, , , , , 
2018-01-31 10:21:59,78.02, , , , , 
2018-01-31 10:26:59,77.17, , , , , 
2018-01-31 10:31:59,77.01, , , , , 
2018-01-31 10:36:59,76.94, , , , , 
2018-01-31 10:41:59,76.86, , , , , 
2018-01-31 10:46:59,76.86, , , , , 
2018-01-31 10:51:59,76.86, , , , , 
2018-01-31 10:56:59,76.78, , , , , 
2018-01-31 11:01:59,76.78, , , , , 
2018-01-31 11:06:59,76.78, , , , , 
2018-01-31 11:11:59,76.71, , , , , 
2018-01-31 11:16:59,76.63, , , , , 
2018-01-31 11:21:59,76.71, , , , , 
2018-01-31 11:26:59,76.63, , , , , 
2018-01-31 11:31:59,76.55, , , , , 
2018-01-31 11:36:59,76.71, , , , , 
2018-01-31 11:41:59,76.63, , , , , 
2018-01-31 11:46:59,76.63, , , , , 
2018-01-31 11:51:59,76.63, , , , , 
2018-01-31 11:56:59,76.63, , , , , 
2018-01-31 12:01:59,76.63, , , , , 
2018-01-31 12:06:59,76.63, , , , , 
2018-01-31 12:11:59,76.63, , , , , 
2018-01-31 12:16:59,76.55, , , , , 
2018-01-31 12:21:59,76.63, , , , , 
2018-01-31 12:26:59,76.63, , , , , 
2018-01-31 12:31:59,76.63, , , , , 
2018-01-31 12:36:59,76.63, , , , , 
2018-01-31 12:41:59,76.71, , , , , 
2018-01-31 12:46:59,76.63, , , , , 
2018-01-31 12:51:59,76.55, , , , , 
2018-01-31 12:56:59,76.55, , , , , 
2018-01-31 13:01:59,76.63, , , , , 
2018-01-31 13:06:59,76.63, , , , , 
2018-01-31 13:11:59,76.63, , , , , 
2018-01-31 13:16:59,76.55, , , , , 
2018-01-31 13:21:59,76.63, , , , , 
2018-01-31 13:26:59,76.71, , , , , 
2018-01-31 13:31:59,76.63, , , , , 
2018-01-31 13:36:59,76.63, , , , , 
2018-01-31 13:41:59,76.71, , , , , 
2018-01-31 13:46:59,76.71, , , , , 
2018-01-31 13:51:59,76.71, , , , , 
2018-01-31 13:56:59,76.78, , , , , 
2018-01-31 14:01:59,76.78, , , , , 
2018-01-31 14:06:59,76.78, , , , , 
2018-01-31 14:11:59,76.71, , , , , 
2018-01-31 14:16:59,76.78, , , , , 
2018-01-31 14:21:59,76.71, , , , , 
2018-01-31 14:26:59,76.78, , , , , 
2018-01-31 14:31:59,76.78, , , , , 
2018-01-31 14:36:59,76.71, , , , , 
2018-01-31 14:41:59,76.78, , , , , 
2018-01-31 14:46:59,76.78, , , , , 
2018-01-31 14:51:59,76.71, , , , , 
2018-01-31 14:56:59,76.71, , , , , 
2018-01-31 15:01:59,76.78, , , , , 
2018-01-31 15:06:59,76.86, , , , , 
2018-01-31 15:11:59,76.94, , , , , 
2018-01-31 15:16:59,77.17, , , , , 
2018-01-31 15:21:59,78.02, , , , , 
2018-01-31 15:26:59,78.64, , , , , 
2018-01-31 15:31:59,78.95, , , , , 
2018-01-31 15:36:59,79.18, , , , , 
2018-01-31 15:41:59,79.33, , , , , 
2018-01-31 15:46:59,79.49, , , , , 
2018-01-31 15:51:59,79.64, , , , , 
2018-01-31 15:56:59,79.72, , , , , 
2018-01-31 16:01:59,79.79, , , , , 
2018-01-31 16:06:59,79.87, , , , , 
2018-01-31 16:11:59,80.18, , , , , 
2018-01-31 16:16:59,80.34, , , , , 
2018-01-31 16:21:59,80.34, , , , , 
2018-01-31 16:26:59,80.41, , , , , 
2018-01-31 16:31:59,80.41, , , , , 
2018-01-31 16:36:59,80.49, , , , , 
2018-01-31 16:41:59,80.49, , , , , 
2018-01-31 16:46:33, ,Logged, , , , 
2018-01-31 16:46:34, , ,Logged, , , 
2018-01-31 16:46:35, , , ,Logged, , 
2018-01-31 16:46:59,80.88, , , , , 
2018-01-31 16:51:59,81.49, , , , , 
2018-01-31 16:56:59,81.42, , , , , 
2018-01-31 17:01:59,81.42, , , , , 
2018-01-31 17:06:59,81.34, , , , , 
2018-01-31 17:11:59,81.34, , , , , 
2018-01-31 17:16:59,81.49, , , , , 
2018-01-31 17:21:59,81.42, , , , , 
2018-01-31 17:26:59,81.34, , , , , 
2018-01-31 17:31:59,81.42, , , , , 
2018-01-31 17:36:59,81.26, , , , , 
2018-01-31 17:41:59,81.18, , , , , 
2018-01-31 17:46:59,81.18, , , , , 
2018-01-31 17:51:59,80.95, , , , , 
2018-01-31 17:56:59,81.03, , , , , 
2018-01-31 18:01:59,80.72, , , , , 
2018-01-31 18:06:59,80.72, , , , , 
2018-01-31 18:11:59,80.57, , , , , 
2018-01-31 18:16:59,80.41, , , , , 
2018-01-31 18:21:59,80.34, , , , , 
2018-01-31 18:26:59,80.26, , , , , 
2018-01-31 18:31:59,80.26, , , , , 
2018-01-31 18:36:59,80.41, , , , , 
2018-01-31 18:41:59,80.34, , , , , 
2018-01-31 18:46:59,80.41, , , , , 
2018-01-31 18:51:59,80.41, , , , , 
2018-01-31 18:56:59,80.41, , , , , 
2018-01-31 19:01:59,80.64, , , , , 
2018-01-31 19:06:59,80.57, , , , , 
2018-01-31 19:11:59,80.49, , , , , 
2018-01-31 19:16:59,80.34, , , , , 
2018-01-31 19:21:59,80.34, , , , , 
2018-01-31 19:26:59,80.26, , , , , 
2018-01-31 19:31:59,80.10, , , , , 
2018-01-31 19:36:59,80.03, , , , , 
2018-01-31 19:41:59,79.87, , , , , 
2018-01-31 19:46:59,79.79, , , , , 
2018-01-31 19:51:59,79.64, , , , , 
2018-01-31 19:56:59,79.56, , , , , 
2018-01-31 20:01:59,79.41, , , , , 
2018-01-31 20:06:59,79.33, , , , , 
2018-01-31 20:11:59,79.41, , , , , 
2018-01-31 20:16:59,79.49, , , , , 
2018-01-31 20:21:59,79.41, , , , , 
2018-01-31 20:26:59,79.49, , , , , 
2018-01-31 20:31:59,79.49, , , , , 
2018-01-31 20:36:59,79.49, , , , , 
2018-01-31 20:41:59,79.56, , , , , 
2018-01-31 20:46:59,79.56, , , , , 
2018-01-31 20:51:59,79.49, , , , , 
2018-01-31 20:56:59,79.64, , , , , 
2018-01-31 21:01:59,79.72, , , , , 
2018-01-31 21:06:59,79.64, , , , , 
2018-01-31 21:11:59,79.72, , , , , 
2018-01-31 21:16:59,79.72, , , , , 
2018-01-31 21:21:59,79.64, , , , , 
2018-01-31 21:26:59,79.79, , , , , 
2018-01-31 21:31:59,79.72, , , , , 
2018-01-31 21:36:59,79.72, , , , , 
2018-01-31 21:41:59,79.72, , , , , 
2018-01-31 21:46:59,79.72, , , , , 
2018-01-31 21:51:59,79.72, , , , , 
2018-01-31 21:56:59,79.64, , , , , 
2018-01-31 22:01:59,79.79, , , , , 
2018-01-31 22:06:59,79.72, , , , , 
2018-01-31 22:11:59,79.72, , , , , 
2018-01-31 22:16:59,79.72, , , , , 
2018-01-31 22:21:59,79.72, , , , , 
2018-01-31 22:26:59,79.72, , , , , 
2018-01-31 22:31:59,79.72, , , , , 
2018-01-31 22:36:59,79.79, , , , , 
2018-01-31 22:41:59,79.87, , , , , 
2018-01-31 22:46:59,79.79, , , , , 
2018-01-31 22:51:59,79.95, , , , , 
2018-01-31 22:56:59,79.87, , , , , 
2018-01-31 23:01:59,79.87, , , , , 
2018-01-31 23:06:59,79.95, , , , , 
2018-01-31 23:11:59,79.95, , , , , 
2018-01-31 23:16:59,80.03, , , , , 
2018-01-31 23:21:59,80.03, , , , , 
2018-01-31 23:26:59,79.95, , , , , 
2018-01-31 23:31:59,79.95, , , , , 
2018-01-31 23:36:59,79.87, , , , , 
2018-01-31 23:41:59,79.87, , , , , 
2018-01-31 23:46:59,79.87, , , , , 
2018-01-31 23:51:59,79.72, , , , , 
2018-01-31 23:56:59,79.64, , , , , 
2018-02-01 00:01:59,79.56, , , , , 
2018-02-01 00:06:59,79.49, , , , , 
2018-02-01 00:11:59,79.33, , , , , 
2018-02-01 00:16:59,79.25, , , , , 
2018-02-01 00:21:59,79.25, , , , , 
2018-02-01 00:26:59,79.02, , , , , 
2018-02-01 00:31:59,79.10, , , , , 
2018-02-01 00:36:59,79.02, , , , , 
2018-02-01 00:41:59,79.02, , , , , 
2018-02-01 00:46:59,79.02, , , , , 
2018-02-01 00:51:59,79.02, , , , , 
2018-02-01 00:56:59,79.02, , , , , 
2018-02-01 01:01:59,78.95, , , , , 
2018-02-01 01:06:59,79.02, , , , , 
2018-02-01 01:11:59,79.02, , , , , 
2018-02-01 01:16:59,79.02, , , , , 
2018-02-01 01:21:59,79.10, , , , , 
2018-02-01 01:26:59,79.18, , , , , 
2018-02-01 01:31:59,79.18, , , , , 
2018-02-01 01:36:59,79.25, , , , , 
2018-02-01 01:41:59,79.18, , , , , 
2018-02-01 01:46:59,79.25, , , , , 
2018-02-01 01:51:59,79.25, , , , , 
2018-02-01 01:56:59,79.25, , , , , 
2018-02-01 02:01:59,79.33, , , , , 
2018-02-01 02:06:59,79.41, , , , , 
2018-02-01 02:11:59,79.41, , , , , 
2018-02-01 02:16:59,79.41, , , , , 
2018-02-01 02:21:59,79.49, , , , , 
2018-02-01 02:26:59,79.56, , , , , 
2018-02-01 02:31:59,79.56, , , , , 
2018-02-01 02:36:59,79.56, , , , , 
2018-02-01 02:41:59,79.64, , , , , 
2018-02-01 02:46:59,79.64, , , , , 
2018-02-01 02:51:59,79.64, , , , , 
2018-02-01 02:56:59,79.64, , , , , 
2018-02-01 03:01:59,79.72, , , , , 
2018-02-01 03:06:59,79.72, , , , , 
2018-02-01 03:11:59,79.72, , , , , 
2018-02-01 03:16:59,79.72, , , , , 
2018-02-01 03:21:59,79.72, , , , , 
2018-02-01 03:26:59,79.79, , , , , 
2018-02-01 03:31:59,79.79, , , , , 
2018-02-01 03:36:59,79.79, , , , , 
2018-02-01 03:41:59,79.79, , , , , 
2018-02-01 03:46:59,79.79, , , , , 
2018-02-01 03:51:59,79.79, , , , , 
2018-02-01 03:56:59,79.72, , , , , 
2018-02-01 04:01:59,79.72, , , , , 
2018-02-01 04:06:59,79.79, , , , , 
2018-02-01 04:11:59,79.72, , , , , 
2018-02-01 04:16:59,79.79, , , , , 
2018-02-01 04:21:59,79.87, , , , , 
2018-02-01 04:26:59,79.79, , , , , 
2018-02-01 04:31:59,79.87, , , , , 
2018-02-01 04:36:59,79.87, , , , , 
2018-02-01 04:41:59,79.87, , , , , 
2018-02-01 04:46:59,79.95, , , , , 
2018-02-01 04:51:59,79.95, , , , , 
2018-02-01 04:56:59,79.87, , , , , 
2018-02-01 05:01:59,79.87, , , , , 
2018-02-01 05:06:59,79.95, , , , , 
2018-02-01 05:11:59,79.95, , , , , 
2018-02-01 05:16:59,79.95, , , , , 
2018-02-01 05:21:59,80.03, , , , , 
2018-02-01 05:26:59,80.03, , , , , 
2018-02-01 05:31:59,79.95, , , , , 
2018-02-01 05:36:59,79.87, , , , , 
2018-02-01 05:41:59,79.79, , , , , 
2018-02-01 05:46:59,79.79, , , , , 
2018-02-01 05:51:59,79.64, , , , , 
2018-02-01 05:56:59,79.41, , , , , 
2018-02-01 06:01:59,79.49, , , , , 
2018-02-01 06:06:59,79.25, , , , , 
2018-02-01 06:11:59,79.18, , , , , 
2018-02-01 06:16:59,79.10, , , , , 
2018-02-01 06:21:59,79.02, , , , , 
2018-02-01 06:26:59,78.95, , , , , 
2018-02-01 06:31:59,79.02, , , , , 
2018-02-01 06:36:59,79.02, , , , , 
2018-02-01 06:41:59,78.95, , , , , 
2018-02-01 06:46:59,79.02, , , , , 
2018-02-01 06:51:59,78.95, , , , , 
2018-02-01 06:56:59,79.02, , , , , 
2018-02-01 07:01:59,79.02, , , , , 
2018-02-01 07:06:59,79.18, , , , , 
2018-02-01 07:11:59,79.49, , , , , 
2018-02-01 07:16:59,79.72, , , , , 
2018-02-01 07:21:59,79.87, , , , , 
2018-02-01 07:26:59,79.95, , , , , 
2018-02-01 07:31:59,80.18, , , , , 
2018-02-01 07:36:59,80.41, , , , , 
2018-02-01 07:41:59,80.57, , , , , 
2018-02-01 07:46:59,80.64, , , , , 
2018-02-01 07:51:59,80.88, , , , , 
2018-02-01 07:56:59,81.03, , , , , 
2018-02-01 08:01:59,81.18, , , , , 
2018-02-01 08:06:59,81.18, , , , , 
2018-02-01 08:11:59,81.34, , , , , 
2018-02-01 08:16:59,81.34, , , , , 
2018-02-01 08:21:59,81.34, , , , , 
2018-02-01 08:26:59,81.42, , , , , 
2018-02-01 08:31:59,81.42, , , , , 
2018-02-01 08:36:59,81.49, , , , , 
2018-02-01 08:41:59,81.42, , , , , 
2018-02-01 08:46:59,81.57, , , , , 
2018-02-01 08:51:59,81.49, , , , , 
2018-02-01 08:56:59,81.49, , , , , 
2018-02-01 09:01:59,81.57, , , , , 
2018-02-01 09:06:59,81.65, , , , , 
2018-02-01 09:11:59,81.73, , , , , 
2018-02-01 09:16:59,81.65, , , , , 
2018-02-01 09:21:59,81.57, , , , , 
2018-02-01 09:26:59,81.57, , , , , 
2018-02-01 09:31:59,81.57, , , , , 
2018-02-01 09:36:59,81.49, , , , , 
2018-02-01 09:41:59,81.34, , , , , 
2018-02-01 09:46:59,81.26, , , , , 
2018-02-01 09:51:59,81.18, , , , , 
2018-02-01 09:56:59,81.03, , , , , 
2018-02-01 10:01:59,80.95, , , , , 
2018-02-01 10:06:59,80.88, , , , , 
2018-02-01 10:11:59,80.88, , , , , 
2018-02-01 10:16:59,80.80, , , , , 
2018-02-01 10:21:59,80.80, , , , , 
2018-02-01 10:26:59,80.80, , , , , 
2018-02-01 10:31:59,80.72, , , , , 
2018-02-01 10:36:59,80.72, , , , , 
2018-02-01 10:41:59,80.64, , , , , 
2018-02-01 10:46:59,80.64, , , , , 
2018-02-01 10:51:59,80.34, , , , , 
2018-02-01 10:56:59,80.80, , , , , 
2018-02-01 11:01:59,80.88, , , , , 
2018-02-01 11:06:59,80.72, , , , , 
2018-02-01 11:11:59,80.64, , , , , 
2018-02-01 11:16:59,80.80, , , , , 
2018-02-01 11:21:59,80.72, , , , , 
2018-02-01 11:26:59,80.95, , , , , 
2018-02-01 11:31:59,81.03, , , , , 
2018-02-01 11:36:59,80.95, , , , , 
2018-02-01 11:41:59,80.95, , , , , 
2018-02-01 11:46:59,80.80, , , , , 
2018-02-01 11:51:59,80.80, , , , , 
2018-02-01 11:56:59,80.80, , , , , 
2018-02-01 12:01:59,80.72, , , , , 
2018-02-01 12:06:59,80.80, , , , , 
2018-02-01 12:11:59,80.80, , , , , 
2018-02-01 12:16:59,80.80, , , , , 
2018-02-01 12:21:59,80.72, , , , , 
2018-02-01 12:26:59,80.72, , , , , 
2018-02-01 12:31:59,80.72, , , , , 
2018-02-01 12:36:59,80.72, , , , , 
2018-02-01 12:41:59,80.80, , , , , 
2018-02-01 12:46:59,80.72, , , , , 
2018-02-01 12:51:59,80.72, , , , , 
2018-02-01 12:56:59,80.72, , , , , 
2018-02-01 13:01:59,80.72, , , , , 
2018-02-01 13:06:59,80.64, , , , , 
2018-02-01 13:11:59,80.64, , , , , 
2018-02-01 13:16:59,80.49, , , , , 
2018-02-01 13:21:59,80.41, , , , , 
2018-02-01 13:26:59,80.34, , , , , 
2018-02-01 13:31:59,80.18, , , , , 
2018-02-01 13:36:59,80.03, , , , , 
2018-02-01 13:41:59,79.95, , , , , 
2018-02-01 13:46:59,79.79, , , , , 
2018-02-01 13:51:59,79.79, , , , , 
2018-02-01 13:56:59,79.72, , , , , 
2018-02-01 14:01:59,79.56, , , , , 
2018-02-01 14:06:59,79.41, , , , , 
2018-02-01 14:11:59,79.41, , , , , 
