* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 03-02-2017
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 03-02-2017
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 03-02-2017
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 03-02-2017
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 03-02-2017
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 03-02-2017
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 03-02-2017
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 03-02-2017
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 03-02-2017
* Calibration ROI is expired  = No
* Calibration ROI performed on = 03-02-2017
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 03-02-2017
* Chemistry = TAQMAN
* Date Created = 2018-09-28 13:20:39 PM PDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\Users\INSTR-ADMIN\experiments\Nash\20180801_NS_moteLH09.eds
* Experiment Name = 20180801_NS_moteLH09
* Experiment Run End Time = 2018-08-01 10:16:37 AM PDT
* Experiment Type = Standard Curve
* Instrument Name =       172310454
* Instrument Serial Number = 172310454
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	NOAMP	DRNMIN
22	B10	false	21-35A-T2	Ssid	UNKNOWN	SYBR	None	21.187	21.727	0.764								false	0.010	true	3	20	Amp		0.309	Y	N	Y	N	N
23	B11	false	21-35A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
23	B11	false	21-35A-T2	D	UNKNOWN	FAM	NFQ-MGB	25.799	27.183	1.957								false	0.010	true	3	24	Amp		0.342	Y	N	Y	N	N
24	B12	false	21-35A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
24	B12	false	21-35A-T2	D	UNKNOWN	FAM	NFQ-MGB	28.567	27.183	1.957								false	0.010	true	3	28	Amp		0.614	Y	N	Y	N	N
25	C1	false	21-39A-T2	Ssid	UNKNOWN	SYBR	None	20.917	20.966	0.070								false	0.010	true	3	20	Amp		0.481	Y	N	N	N	N
26	C2	false	21-39A-T2	Ssid	UNKNOWN	SYBR	None	21.016	20.966	0.070								false	0.010	true	3	20	Amp		0.533	Y	N	N	N	N
27	C3	false	21-39A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
27	C3	false	21-39A-T2	D	UNKNOWN	FAM	NFQ-MGB	25.431	25.906	0.672								false	0.010	true	3	24	Amp		0.477	Y	N	Y	N	N
28	C4	false	21-39A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
28	C4	false	21-39A-T2	D	UNKNOWN	FAM	NFQ-MGB	26.382	25.906	0.672								false	0.010	true	3	25	Amp		0.527	Y	N	Y	N	N
29	C5	false	21-02B-T2	Ssid	UNKNOWN	SYBR	None	21.441	21.256	0.262								false	0.010	true	3	20	Amp		0.537	Y	N	N	N	N
30	C6	false	21-02B-T2	Ssid	UNKNOWN	SYBR	None	21.071	21.256	0.262								false	0.010	true	3	20	Amp		0.494	Y	N	N	N	N
