* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 03-02-2017
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 03-02-2017
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 03-02-2017
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 03-02-2017
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 03-02-2017
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 03-02-2017
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 03-02-2017
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 03-02-2017
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 03-02-2017
* Calibration ROI is expired  = No
* Calibration ROI performed on = 03-02-2017
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 03-02-2017
* Chemistry = TAQMAN
* Date Created = 2018-09-28 13:17:51 PM PDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\Users\INSTR-ADMIN\experiments\Nash\20180720_NS_moteLH04.eds
* Experiment Name = NS_20180720_moteLH04
* Experiment Run End Time = 2018-07-20 12:35:51 PM PDT
* Experiment Type = Standard Curve
* Instrument Name =       172310454
* Instrument Serial Number = 172310454
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	HIGHSD	EXPFAIL	NOAMP
23	B11	false	26-23B-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
23	B11	false	26-23B-T0	D	UNKNOWN	FAM	NFQ-MGB	27.813	28.571	1.073								false	0.010	true	3	26	Amp		0.335	Y	Y	N	N
24	B12	false	26-23B-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
24	B12	false	26-23B-T0	D	UNKNOWN	FAM	NFQ-MGB	29.330	28.571	1.073								false	0.010	true	3	28	Amp		0.568	Y	Y	N	N
25	C1	false	26-19A-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
26	C2	false	26-19A-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
27	C3	false	26-19A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
27	C3	false	26-19A-T0	D	UNKNOWN	FAM	NFQ-MGB	31.039	31.142	0.146								false	0.010	true	3	29	Amp		0.858	N	N	N	N
28	C4	false	26-19A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
28	C4	false	26-19A-T0	D	UNKNOWN	FAM	NFQ-MGB	31.245	31.142	0.146								false	0.010	true	3	30	Amp		0.902	N	N	N	N
29	C5	false	25-13A-T0	Ssid	UNKNOWN	SYBR	None	22.631	22.574	0.081								false	0.010	true	3	22	Amp		0.437	Y	N	N	N
30	C6	false	25-13A-T0	Ssid	UNKNOWN	SYBR	None	22.517	22.574	0.081								false	0.010	true	3	21	Amp		0.486	Y	N	N	N
31	C7	false	25-13A-T0	C	UNKNOWN	VIC	NFQ-MGB	30.726	30.436	0.410								false	0.010	true	3	30	Amp		0.878	N	N	N	N
31	C7	false	25-13A-T0	D	UNKNOWN	FAM	NFQ-MGB	29.338	29.008	0.467								false	0.010	true	3	28	Amp		0.718	Y	N	N	N
32	C8	false	25-13A-T0	C	UNKNOWN	VIC	NFQ-MGB	30.147	30.436	0.410								false	0.010	true	3	29	Amp		0.881	N	N	N	N
32	C8	false	25-13A-T0	D	UNKNOWN	FAM	NFQ-MGB	28.677	29.008	0.467								false	0.010	true	3	27	Amp		0.619	Y	N	N	N
33	C9	false	21-01B-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
34	C10	false	21-01B-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
35	C11	false	21-01B-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
35	C11	false	21-01B-T0	D	UNKNOWN	FAM	NFQ-MGB	27.475	27.777	0.427								false	0.010	true	3	26	Amp		0.447	Y	N	N	N
36	C12	false	21-01B-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
36	C12	false	21-01B-T0	D	UNKNOWN	FAM	NFQ-MGB	28.079	27.777	0.427								false	0.010	true	3	27	Amp		0.484	Y	N	N	N
37	D1	false	26-28A-T0	Ssid	UNKNOWN	SYBR	None	18.769	18.686	0.118								false	0.010	true	3	16	Amp		0.465	Y	N	N	N
38	D2	false	26-28A-T0	Ssid	UNKNOWN	SYBR	None	18.602	18.686	0.118								false	0.010	true	3	17	Amp		0.448	Y	N	N	N
39	D3	false	26-28A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
39	D3	false	26-28A-T0	D	UNKNOWN	FAM	NFQ-MGB	24.533	24.740	0.294								false	0.010	true	3	23	Amp		0.406	Y	N	N	N
40	D4	false	26-28A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
40	D4	false	26-28A-T0	D	UNKNOWN	FAM	NFQ-MGB	24.948	24.740	0.294								false	0.010	true	3	23	Amp		0.461	Y	N	N	N
41	D5	false	25-01A-T0	Ssid	UNKNOWN	SYBR	None	19.327	19.578	0.354								false	0.010	true	3	18	Amp		0.480	Y	N	N	N
42	D6	false	25-01A-T0	Ssid	UNKNOWN	SYBR	None	19.828	19.578	0.354								false	0.010	true	3	19	Amp		0.582	Y	N	N	N
43	D7	false	25-01A-T0	C	UNKNOWN	VIC	NFQ-MGB	30.454	30.347	0.151								false	0.010	true	3	29	Amp		0.894	N	N	N	N
43	D7	false	25-01A-T0	D	UNKNOWN	FAM	NFQ-MGB	28.639	28.874	0.333								false	0.010	true	3	27	Amp		0.630	Y	N	N	N
44	D8	false	25-01A-T0	C	UNKNOWN	VIC	NFQ-MGB	30.240	30.347	0.151								false	0.010	true	3	29	Amp		0.892	N	N	N	N
44	D8	false	25-01A-T0	D	UNKNOWN	FAM	NFQ-MGB	29.109	28.874	0.333								false	0.010	true	3	28	Amp		0.710	Y	N	N	N
45	D9	false	25-15A-T0	Ssid	UNKNOWN	SYBR	None	20.014	20.145	0.185								false	0.010	true	3	19	Amp		0.421	Y	N	N	N
46	D10	false	25-15A-T0	Ssid	UNKNOWN	SYBR	None	20.276	20.145	0.185								false	0.010	true	3	19	Amp		0.453	Y	N	N	N
47	D11	false	25-15A-T0	C	UNKNOWN	VIC	NFQ-MGB	29.330	29.439	0.155								false	0.010	true	3	28	Amp		0.888	N	N	N	N
47	D11	false	25-15A-T0	D	UNKNOWN	FAM	NFQ-MGB	27.603	27.808	0.290								false	0.010	true	3	26	Amp		0.548	Y	N	N	N
48	D12	false	25-15A-T0	C	UNKNOWN	VIC	NFQ-MGB	29.548	29.439	0.155								false	0.010	true	3	28	Amp		0.888	N	N	N	N
48	D12	false	25-15A-T0	D	UNKNOWN	FAM	NFQ-MGB	28.013	27.808	0.290								false	0.010	true	3	27	Amp		0.516	Y	N	N	N
49	E1	false	26-29B-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
50	E2	false	26-29B-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
51	E3	false	26-29B-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
51	E3	false	26-29B-T0	D	UNKNOWN	FAM	NFQ-MGB	29.208	29.074	0.190								false	0.010	true	3	28	Amp		0.655	Y	N	N	N
52	E4	false	26-29B-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
52	E4	false	26-29B-T0	D	UNKNOWN	FAM	NFQ-MGB	28.939	29.074	0.190								false	0.010	true	3	27	Amp		0.638	Y	N	N	N
53	E5	false	26-23A-T0	Ssid	UNKNOWN	SYBR	None	18.765	18.995	0.324								false	0.010	true	3	18	Amp		0.389	Y	N	N	N
54	E6	false	26-23A-T0	Ssid	UNKNOWN	SYBR	None	19.224	18.995	0.324								false	0.010	true	3	18	Amp		0.499	Y	N	N	N
55	E7	false	26-23A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
55	E7	false	26-23A-T0	D	UNKNOWN	FAM	NFQ-MGB	25.014	24.947	0.094								false	0.010	true	3	24	Amp		0.335	Y	N	N	N
56	E8	false	26-23A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
56	E8	false	26-23A-T0	D	UNKNOWN	FAM	NFQ-MGB	24.881	24.947	0.094								false	0.010	true	3	24	Amp		0.249	Y	N	N	N
57	E9	false	NEC3	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
58	E10	false	NEC3	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
59	E11	false	NEC3	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	36.402									false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
59	E11	false	NEC3	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	N
60	E12	false	NEC3	C	UNKNOWN	VIC	NFQ-MGB	36.402	36.402									false	0.010	true	3	35	Inconclusive		0.651	Y	N	N	N
60	E12	false	NEC3	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	27	No Amp		0.000	Y	N	N	Y
61	F1	false	26-20B-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
62	F2	false	26-20B-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
63	F3	false	26-20B-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
63	F3	false	26-20B-T0	D	UNKNOWN	FAM	NFQ-MGB	31.271	31.204	0.096								false	0.010	true	3	30	Amp		0.889	N	N	N	N
64	F4	false	26-20B-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
64	F4	false	26-20B-T0	D	UNKNOWN	FAM	NFQ-MGB	31.136	31.204	0.096								false	0.010	true	3	30	Amp		0.797	Y	N	N	N
65	F5	false	21-01A-T0	Ssid	UNKNOWN	SYBR	None	20.793	20.960	0.237								false	0.010	true	3	19	Amp		0.505	Y	N	N	N
66	F6	false	21-01A-T0	Ssid	UNKNOWN	SYBR	None	21.128	20.960	0.237								false	0.010	true	3	20	Amp		0.583	Y	N	N	N
67	F7	false	21-01A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
67	F7	false	21-01A-T0	D	UNKNOWN	FAM	NFQ-MGB	25.790	25.702	0.124								false	0.010	true	3	24	Amp		0.450	Y	N	N	N
68	F8	false	21-01A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
68	F8	false	21-01A-T0	D	UNKNOWN	FAM	NFQ-MGB	25.615	25.702	0.124								false	0.010	true	3	24	Amp		0.396	Y	N	N	N
69	F9	false	NEC1	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
70	F10	false	NEC1	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
71	F11	false	NEC1	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
71	F11	false	NEC1	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
72	F12	false	NEC1	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
72	F12	false	NEC1	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	N
73	G1	false	25-30B-T0	Ssid	UNKNOWN	SYBR	None	21.380	21.276	0.148								false	0.010	true	3	20	Amp		0.534	Y	N	N	N
74	G2	false	25-30B-T0	Ssid	UNKNOWN	SYBR	None	21.171	21.276	0.148								false	0.010	true	3	20	Amp		0.490	Y	N	N	N
75	G3	false	25-30B-T0	C	UNKNOWN	VIC	NFQ-MGB	30.568	30.809	0.340								false	0.010	true	3	29	Amp		0.884	N	N	N	N
